site,MDT,scenario,extthrs,flexthrs,meanrob,sdrob
Dartmoor_Scrub,monad,least to most common,0.75,0.25,0.625486390942981,0.0693072573337719
Dartmoor_Scrub,monad,random,0.75,0.25,0.495478574128082,0.0944227832248447
Dartmoor_Scrub,monad,most to least common,0.75,0.5,0.415783806682701,0.0669428127146933
Dartmoor_Scrub,monad,least to most common,0.75,0.5,0.653123755156155,0.0584035281055586
Dartmoor_Scrub,monad,random,0.75,0.5,0.540866631547772,0.0957688821267357
Dartmoor_Scrub,monad,most to least common,0.75,1,0.551723564309394,0.0513907118160292
Dartmoor_Scrub,monad,least to most common,0.75,1,0.708771560090275,0.0416565911879941
Dartmoor_Scrub,monad,random,0.75,1,0.633061796307186,0.0664200693201398
Dolebury_Warren,triad,most to least common,0.25,0,0.501103560349733,0.0223136557383129
Dolebury_Warren,triad,least to most common,0.25,0,0.569637649006665,0.0230596242766459
Dolebury_Warren,triad,random,0.25,0,0.534323669182598,0.0341633185089804
Dolebury_Warren,triad,most to least common,0.25,0.25,0.531052376932467,0.0232712174668591
Dolebury_Warren,triad,least to most common,0.25,0.25,0.606088455207205,0.0238648433686525
Dolebury_Warren,triad,random,0.25,0.25,0.568569839764704,0.0302384810315382
Dolebury_Warren,triad,most to least common,0.25,0.5,0.568250036800211,0.0223006154498675
Dolebury_Warren,triad,least to most common,0.25,0.5,0.649068701534204,0.0245852089574939
Dolebury_Warren,triad,random,0.25,0.5,0.612794312411582,0.0301756952987984
Dolebury_Warren,triad,most to least common,0.25,1,0.651626288357514,0.0191738988472963
Dolebury_Warren,triad,least to most common,0.25,1,0.741671268644116,0.0186332719944348
Dolebury_Warren,triad,random,0.25,1,0.701743422992491,0.0263686598275974
Dolebury_Warren,triad,most to least common,0.5,0,0.477404891136561,0.0242696474493044
Dolebury_Warren,triad,least to most common,0.5,0,0.543201269883571,0.0234526121780829
Dolebury_Warren,triad,random,0.5,0,0.509496732056584,0.0331866942582739
Dolebury_Warren,triad,most to least common,0.5,0.25,0.503756241744331,0.0240492694667371
Dolebury_Warren,triad,least to most common,0.5,0.25,0.575784946002343,0.0243789206911908
Dolebury_Warren,triad,random,0.5,0.25,0.53820706178147,0.0343894572562133
Dolebury_Warren,triad,most to least common,0.5,0.5,0.540961708583634,0.0238231006962992
Dolebury_Warren,triad,least to most common,0.5,0.5,0.620583039682337,0.0262040487010343
Dolebury_Warren,triad,random,0.5,0.5,0.578993011590002,0.0325127699000777
Dolebury_Warren,triad,most to least common,0.5,1,0.641321091076188,0.0199084730012309
Dolebury_Warren,triad,least to most common,0.5,1,0.729892977880042,0.0207021880359908
Dolebury_Warren,triad,random,0.5,1,0.684833902368345,0.0270931367404956
Dolebury_Warren,triad,most to least common,0.75,0,0.430775275002826,0.0243383632310622
Dolebury_Warren,triad,least to most common,0.75,0,0.499764778647198,0.0235051688970842
Dolebury_Warren,triad,random,0.75,0,0.467385858210723,0.0317389174202145
Dolebury_Warren,triad,most to least common,0.75,0.25,0.44939344449144,0.0228861475750097
Dolebury_Warren,triad,least to most common,0.75,0.25,0.524047503258359,0.0234675464977108
